COD,Tip Produs,DENUMIRE,DESCRIERE,CATEGORIE,PRET_RECOMANDAT,PRET_ACHIZITIE,STOC,IMAGINE_PRINCIPALA,BRAND,GREUTATE,Unnamed: 11,EAN,TVA,Moneda,Pret_Vanzare,ID_CATEGORIE,Product_ID,URL_IMAGINE_SECUNDARA_1,URL_IMAGINE_SECUNDARA_2,URL_IMAGINE_SECUNDARA_3,URL_IMAGINE_SECUNDARA_4,URL_IMAGINE_SECUNDARA_5
AVX-F360193,Culcus moale cu,"Culcus moale cu perna, pentru caine/pisica, culoare negru, impermeabil, baza antiderapanta, 50 cm","<p><b>Culcus moale cu perna, pentru caine/pisica, negru, 50 cm</b></p><p>Culcusul moale cu perna este locul de odihna ideal pentru animalul tau de companie.</p><p>Acesta poate fi folosit in 3 moduri, in functie de anotimp sau de locul unde este asezat:</p><ul><li>culcusul cu perna (pentru zilele mai friguroase)</li><li>culcusul fara perna (pentru zilele calde)</li><li>doar perna (daca companionul tau vrea sa stea cu tine in pat sau pe canapea si nu este nevoie si de culcus)</li></ul><p><b>Caracteristici:</b></p><ul><li>Diametru exterior: 50 cm</li><li>Baza antiderapanta: da</li><li>Interior calduros pufos</li><li>Culoare puf: negru</li><li>Culoare exterior: maro cu model alb de&nbsp;labute</li><li>Material: poliester</li></ul>","Pet shop > Mobila si transport animale de companie > Culcusuri, perne si saltele animale",155.4,72,5,https://export.avex.ro/wp-content/uploads/2022/01/Culcus-moale-cu-perna-pentru-caine-pisica-negru-50-cm-1producator.jpg,AVEX,0.2,,6.42764E+12,0,RON,233.1,1344,138,https://export.avex.ro/wp-content/uploads/2022/01/Culcus-moale-cu-perna-pentru-caine-pisica-negru-50-cm-1producator.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Culcus-moale-cu-perna-pentru-caine-pisica-negru-50-cm-2.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Culcus-moale-cu-perna-pentru-caine-pisica-negru-50-cm-3.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Culcus-moale-cu-perna-pentru-caine-pisica-negru-50-cm-1.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Culcus-moale-cu-perna-pentru-caine-pisica-negru-50-cm-4.jpg
AVX-F360192,Culcus moale cu,"Culcus moale cu perna, pentru caine/pisica, culoare roz, impermeabil, baza antiderapanta, 50 cm","<p><b>Culcus moale cu perna, pentru caine/pisica, rosu, 50 cm</b></p><p>Culcusul moale cu perna este locul de odihna ideal pentru animalul tau de companie.</p><p>Acesta poate fi folosit in 3 moduri, in functie de anotimp sau de locul unde este asezat:</p><ul><li>culcusul cu perna (pentru zilele mai friguroase)</li><li>culcusul fara perna (pentru zilele calde)</li><li>doar perna (daca companionul tau vrea sa stea cu tine in pat sau pe canapea si nu este nevoie si de culcus)</li></ul><p><b>Caracteristici:</b></p><ul><li>Diametru exterior: 50 cm</li><li>Baza antiderapanta: da</li><li>Interior calduros pufos</li><li>Culoare puf: roz</li><li>Culoare exterior: maro cu model alb de&nbsp;labute</li><li>Material: poliester</li></ul>","Pet shop > Mobila si transport animale de companie > Culcusuri, perne si saltele animale",155.4,72,6,https://export.avex.ro/wp-content/uploads/2022/01/6048067_big.jpg,AVEX,0.2,,6.42764E+12,0,RON,233.1,1344,139,https://export.avex.ro/wp-content/uploads/2022/01/6048067_big.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Culcus-moale-cu-perna-pentru-caine-pisica-rosu-50-cm-3_square.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Culcus-moale-cu-perna-pentru-caine-pisica-rosu-50-cm-2_square.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Culcus-moale-cu-perna-pentru-caine-pisica-rosu-50-cm-4_square.jpg,
AVX-AG86B,Pistol pentru pulverizare,Pistol pentru pulverizare manuala aerosoli (pistol pentru spray),"<p>Pistol universal de vopsea cu pulverizare aerosoli.&nbsp;MÃ¢nerul È™i declanÈ™atorul confortabil faciliteazÄƒ munca de vopsire.&nbsp;Suportul universal filetat este adaptat la marea majoritate a sprayurilor de vopsea.&nbsp;Fabricat din plastic solid, va asigura o utilizare indelungata si fara probleme.</p><p><b>Caracteristicile È™i specificaÈ›iile produsului:</b></p><ul><li>Pistol universal de vopsea cu pulverizare.</li><li>MÃ¢nerul È™i declanÈ™atorul confortabil faciliteazÄƒ munca.</li><li>Un maner cu filet universal - adaptat la marea majoritate a sprayurilor standard.</li><li>Fabricat din material solid care va asigura o utilizare indelungata.</li><li>Material: plastic</li><li>Dimensiuni: 11 cm x 14 cm x 3,2 cm</li><li><b>Culoare: in functie de disponibilitate</b></li></ul>",Car Accessories > Tuning auto > Accesorii auto tuning,20.33,10.99,16,https://export.avex.ro/wp-content/uploads/2022/01/AG86B_ag86b_03.jpg,AVEX,0.05,,5.90762E+12,0,RON,30.495,1480,140,https://export.avex.ro/wp-content/uploads/2022/01/AG86B_ag86b_03.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG86B_ag86b_02.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG86B_ag86b_04.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG86B_ag86b_05.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG86B_ag86b_06.jpg
AVX-AG350,Litiera Inteligenta cu,"Litiera Inteligenta cu iarba artificiala pentru caini si catei de talie mica, 47 x 34cm","<p>LitierÄƒ cu iarbÄƒ pentru cÄƒÈ›ei È™i cÃ¢ini de talie micÄƒ.&nbsp;Substratul de iarbÄƒ artificialÄƒ este perfect pentru a Ã®nvÄƒÈ›a cum sÄƒ faci faÈ›Äƒ nevoilor fiziologice din curte.&nbsp;De asemenea, va fi perfect atunci cÃ¢nd condiÈ›iile meteorologice dificile nu permit ca cÃ¢inele sÄƒ fie scos afarÄƒ È™i Ã®n situaÈ›ii de crizÄƒ.&nbsp;CovoraÈ™ul va ajuta, de asemenea, animalele de companie mai Ã®n vÃ¢rstÄƒ care nu se pot aÈ™eza afarÄƒ.</p><p><b>Caracteristicile È™i specificaÈ›iile produsului:</b></p><ul><li>Litierul a fost proiectat È›inÃ¢nd cont de cÄƒÈ›eluÈ™i È™i cÃ¢ini de rase mai mici - pentru a Ã®nvÄƒÈ›a cum sÄƒ facÄƒ faÈ›Äƒ nevoilor fiziologice.</li><li>O solutie ideala pentru toti cei care nu au timp sau posibilitatea de a-si plimba animalul de companie.</li><li>Litierul este un produs esential pentru cainii cu rinichi bolnavi sau alte probleme de sanatate.</li><li>Iarba sinteticÄƒ, moale, care cÄƒptuÈ™eÈ™te cutia de gunoi nu rÄƒneÈ™te labele cÃ¢inelui, nu absoarbe mirosurile, este antibacterianÄƒ, sigurÄƒ pentru cÃ¢inele tÄƒu.</li><li>TurnaÈ›i impuritÄƒÈ›ile Ã®n toaletÄƒ È™i spÄƒlaÈ›i cutia de gunoi sub jet de apÄƒ cu puÈ›in sÄƒpun.</li><li>Perfect pentru invatarea igienei la cainii tineri.</li><li>StructurÄƒ foarte stabilÄƒ din trei elemente: iarbÄƒ artificialÄƒ, plasÄƒ permeabilÄƒ la fluide È™i un container inferior (rezervor)</li><li>Cutia de gunoi este uÈ™or de utilizat È™i de pÄƒstrat curat.</li><li>Material: plastic</li><li>Lungime: 47 cm</li><li>AdÃ¢ncime: 34 cm</li><li>Inaltime: 6 cm</li><li>Ambalaj: cutie de carton</li></ul>","Pet shop > Mobila si transport animale de companie > Culcusuri, perne si saltele animale",73.82,39.9,0,https://export.avex.ro/wp-content/uploads/2023/03/f8607654bc4b17262a2ac07ba13e059f-182470-1000_1000.jpg,AVEX,0.5,,5.90762E+12,0,RON,110.73,1344,141,https://export.avex.ro/wp-content/uploads/2023/03/f8607654bc4b17262a2ac07ba13e059f-182470-1000_1000.jpg,https://export.avex.ro/wp-content/uploads/2022/01/AG350_ag350_03.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG350_ag350_02.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG350_ag350_04.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG350_ag350_05.jpg
AVX-ZW6C,Jucarie interactiva pentru,"Jucarie interactiva pentru pisici, model stalp cu ciucur, 100cm, culoare bej","<p>Jucarie pentru pisici sub forma unui stalp inalt cu ciucur.&nbsp;ÃŽmpreunÄƒ cu baza, a fost Ã®nfÄƒÈ™urat cu o sfoarÄƒ de sisal moale È™i durabilÄƒ.&nbsp;Pe stÃ¢lp este atÃ¢rnat o sfoarÄƒ cu o jucÄƒrie.&nbsp;Va atrage chiar È™i pe cele mai pretenÈ›ioase pisici :)<br></p><p><b>ProtejaÈ›i-vÄƒ mobila, covoarele È™i imaginile de fundal de animalul dvs. iubit oferindu-vÄƒ dvs. È™i lui un cadou perfect - stÃ¢lpul nostru de zgÃ¢rieturi.</b></p><p><b>Caracteristicile produsului:</b></p><ul><li>O sfoarÄƒ de sisal durabilÄƒ care acoperÄƒ toate elementele stÃ¢lpului de zgÃ¢riere va asigura o utilizare Ã®ndelungatÄƒ a acestuia.</li><li>Pandantiv suplimentar suspendat pe o sfoarÄƒ.</li><li>Nici cea mai hiperactivÄƒ pisicÄƒ nu va putea sÄƒ distrugÄƒ stÃ¢lpul de zgÃ¢riere.</li><li>O bazÄƒ stabilÄƒ (tapiÈ›atÄƒ cu plus moale) face practic imposibilÄƒ rÄƒsturnarea zgÃ¢rietorului.</li><li>Destul de uÈ™or È™i suficient de sigur pentru a nu rÄƒni pe nimeni Ã®n cazul unei rÄƒsturnÄƒri</li></ul><p><b>SpecificaÈ›ie:</b><br></p><ul><li>Material (tapiterie): sisal</li><li>Latime (baza): 40 cm</li><li>Lungime (baza): 40 cm</li><li>Inaltime: 100 cm</li><li>Diametrul stÃ¢lpului: 7 cm</li><li><b>Culoare bej</b></li></ul>",Pet shop > Mobila si transport animale de companie > Ansambluri de joaca animale,222.28,89.9,14,https://export.avex.ro/wp-content/uploads/2022/01/ZW6C_zw6c_02.jpg,AVEX,1.5,,5.90762E+12,0,RON,333.42,3652,142,https://export.avex.ro/wp-content/uploads/2022/01/ZW6C_zw6c_02.jpg,https://export.avex.ro/wp-content/uploads/2022/02/ZW6C_zw6c_03.jpg,https://export.avex.ro/wp-content/uploads/2022/02/ZW6C_zw6c_04.jpg,https://export.avex.ro/wp-content/uploads/2022/02/ZW6C_zw6c_05.jpg,https://export.avex.ro/wp-content/uploads/2022/02/ZW6C_zw6c_06.jpg
AVX-AG602J,Pat pentru Caine,"Pat pentru Caine sau Pisica Rosu AG602J, 35 x 24 cm","<p>Un pat confortabil È™i estetic pentru animalul dvs. de companie!&nbsp;Este foarte moale È™i potrivit pentru animale de companie.&nbsp;PereÈ›ii groÈ™i È™i fundul din È›esÄƒturÄƒ antiderapantÄƒ asigurÄƒ confortul È™i siguranÈ›a animalelor noastre.&nbsp;BÃ¢rlogul era umplut cu spumÄƒ moale È™i deformabilÄƒ!&nbsp;Stratul inferior are o pernÄƒ confortabilÄƒ, groasÄƒ.&nbsp;ÃŽntregul set poate fi spÄƒlat Ã®n siguranÈ›Äƒ Ã®n maÈ™ina de spÄƒlat!</p><p><b>Caracteristicile produsului:</b></p><ul><li>Produs nou, de Ã®naltÄƒ calitate.</li><li>Material uÈ™or de curÄƒÈ›at, rezistent la zgÃ¢rieturi.</li><li>BÃ¢rlogul este umplut cu spumÄƒ moale, deformabilÄƒ.</li><li>Pe fund, o pernÄƒ confortabilÄƒ, groasÄƒ È™i o È›esÄƒturÄƒ specialÄƒ antiderapantÄƒ!</li><li>Suficient de moale È™i sigur pentru animale de companie!</li><li>Perna detaÈ™abilÄƒ È™i lavabilÄƒ este umplutÄƒ cu un interior cald È™i confortabil.</li><li>Totul poate fi spÄƒlat Ã®n siguranÈ›Äƒ Ã®n maÈ™ina de spÄƒlat!</li><li>Un model de bun gust pe tapiÈ›eria bÃ¢rlogului.</li></ul><p><b>SpecificaÈ›ie:</b></p><ul><li>Material: flanela + bumbac</li><li>Dimensiuni: 35 cm x 24 cm</li><li>Grosime: 3 cm</li><li>ÃŽnÄƒlÈ›ime: 10 cm</li></ul>","Pet shop > Mobila si transport animale de companie > Culcusuri, perne si saltele animale",41.26,22.3,15,https://export.avex.ro/wp-content/uploads/2022/01/AG602J_ag602j_02.jpg,AVEX,0.01,,5.90762E+12,0,RON,61.89,1344,143,https://export.avex.ro/wp-content/uploads/2022/01/AG602J_ag602j_02.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG602J_ag602j_03.jpg,,,
AVX-AG602I,Pat pentru Caine,"Pat pentru Caine sau Pisica Galben AG602I, 35 x 37 cm","<p>Un pat confortabil È™i estetic pentru animalul dvs. de companie!&nbsp;Este foarte moale È™i potrivit pentru animale de companie.&nbsp;PereÈ›ii groÈ™i È™i fundul din È›esÄƒturÄƒ antiderapantÄƒ asigurÄƒ confortul È™i siguranÈ›a animalelor noastre.&nbsp;BÃ¢rlogul era umplut cu spumÄƒ moale È™i deformabilÄƒ!&nbsp;Stratul inferior are o pernÄƒ confortabilÄƒ, groasÄƒ.&nbsp;ÃŽntregul set poate fi spÄƒlat Ã®n siguranÈ›Äƒ Ã®n maÈ™ina de spÄƒlat!</p><p><b>Caracteristicile produsului:</b></p><ul><li>Produs nou, de Ã®naltÄƒ calitate.</li><li>Material uÈ™or de curÄƒÈ›at, rezistent la zgÃ¢rieturi.</li><li>BÃ¢rlogul este umplut cu spumÄƒ moale, deformabilÄƒ.</li><li>Pe fund, o pernÄƒ confortabilÄƒ, groasÄƒ È™i o È›esÄƒturÄƒ specialÄƒ antiderapantÄƒ!</li><li>Suficient de moale È™i sigur pentru animale de companie!</li><li>Perna detaÈ™abilÄƒ È™i lavabilÄƒ este umplutÄƒ cu un interior cald È™i confortabil.</li><li>Totul poate fi spÄƒlat Ã®n siguranÈ›Äƒ Ã®n maÈ™ina de spÄƒlat!</li><li>Un model de bun gust pe tapiÈ›eria bÃ¢rlogului.</li></ul><p><b>SpecificaÈ›ie:</b></p><ul><li>Material: flanela + bumbac</li><li>Dimensiuni: 35 cm x 37 cm</li><li>Grosime: 3 cm</li><li>ÃŽnÄƒlÈ›ime: 10 cm</li></ul>","Pet shop > Mobila si transport animale de companie > Culcusuri, perne si saltele animale",41.26,22.3,20,https://export.avex.ro/wp-content/uploads/2022/01/AG602I_ag602i_02.jpg,AVEX,0.01,,5.90762E+12,0,RON,61.89,1344,144,https://export.avex.ro/wp-content/uploads/2022/01/AG602I_ag602i_02.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG602I_ag602i_03.jpg,,,
AVX-AG495A,"Unealta Telescopica ""Magnetic","Unealta Telescopica ""Magnetic Grip"" XXL","<p>Grip magnetic universal, telescopic de pÃ¢nÄƒ la 65 cm lungime!&nbsp;Magnetul poate suporta o sarcina de pana la 2,7 kg!</p><p><b>Caracteristicile È™i specificaÈ›iile produsului:</b></p><ul><li>Produs de Ã®naltÄƒ calitate.</li><li>Grip universal magnetic, telescopic, cu o capacitate de Ã®ncÄƒrcare de pÃ¢nÄƒ la 2,7 kg.</li><li>Indispensabil Ã®n orice atelier sau garaj, pentru recuperarea È™uruburilor È™i piuliÈ›elor.</li><li>Prevazut cu maner antiderapant.</li><li>Dimensiune compactÄƒ - se potriveÈ™te Ã®n buzunarul pantalonului!</li><li>Bratul telescopic, cu lungimea de pana la 65 cm, are magnet pentru ridicarea obiectelor metalice, precum suruburi, piulite, saibe etc.</li><li>BraÈ›ul de grapÄƒ poate transporta pÃ¢nÄƒ la 2,7 kg!</li><li>Lungime (pliat): 12,5 cm</li><li>Lungime (maxim): 65 cm</li><li>Diametru magnet: 11 mm</li><li>Greutate: 17 g</li><li>Ambalaj din plastic</li></ul>",Car Accessories > Tuning auto > Accesorii auto tuning,18.24,9.86,29,https://export.avex.ro/wp-content/uploads/2022/01/AG495A_ag495a_11.jpg,AVEX,0.017,,5.90762E+12,0,RON,27.36,1480,145,https://export.avex.ro/wp-content/uploads/2022/01/AG495A_ag495a_11.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG495A_ag495a_12.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG495A_ag495a_13.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG495A_ag495a_14.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG495A_ag495a_15.jpg
AVX-AG304C,Set 2 Capace,"Set 2 Capace Valva cu LED Roz, cu senzor de lumina si miscare","<p>Tuning fantastic, capac strÄƒlucitor pe supapa maÈ™inii sau bicicletei.&nbsp;Capacul LED creeazÄƒ un efect de luminÄƒ uimitor Ã®n timpul conducerii!</p><p><b>Caracteristicile produsului:</b></p><ul><li>Produs de Ã®naltÄƒ calitate.</li><li>Capacul are montat o diodÄƒ LED, care Ã®ncepe sÄƒ strÄƒluceascÄƒ cand detecteaza miscare.&nbsp;Senzorul Ã®ncorporat activeazÄƒ funcÈ›ia LED numai pe Ã®ntuneric.</li><li>Alimentare: baterie buton 3x AG10 (inclusÄƒ)</li><li>Timp lung de iluminare datoritÄƒ utilizÄƒrii diodei LED cu economie de energie.</li><li><b>Culoare iluminare: roz</b></li><li>Lungime totala: 6,5 cm</li><li>Cantitate: 2 bucati</li><li>Ambalare: blister</li></ul>",Car Accessories > Tuning auto > Accesorii auto tuning,12.03,6.5,35,https://export.avex.ro/wp-content/uploads/2022/01/c124d104983ffa8684731e14ab57d02c.jpg,AVEX,0.05,,5.90762E+12,0,RON,18.045,1480,146,https://export.avex.ro/wp-content/uploads/2022/01/c124d104983ffa8684731e14ab57d02c.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG304C_ag304c_r2.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG304C_ag304c_r3.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG304C_ag304c_r1.jpg,
AVX-AG304A,Set 2 Capace,"Set 2 Capace Valva cu LED Albastru, cu senzor de lumina si miscare","<p>Tuning fantastic, capac strÄƒlucitor pe supapa maÈ™inii sau bicicletei.&nbsp;Capacul LED creeazÄƒ un efect de luminÄƒ uimitor Ã®n timpul conducerii!</p><p><b>Caracteristicile produsului:</b></p><ul><li>Produs de Ã®naltÄƒ calitate.</li><li>Capacul are montat o diodÄƒ LED, care Ã®ncepe sÄƒ strÄƒluceascÄƒ cand detecteaza miscare.&nbsp;Senzorul Ã®ncorporat activeazÄƒ funcÈ›ia LED numai pe Ã®ntuneric.</li><li>Alimentare: baterie buton 3x AG10 (inclusÄƒ)</li><li>Timp lung de iluminare datoritÄƒ utilizÄƒrii diodei LED cu economie de energie.</li><li><b>Culoare iluminare: albastru</b></li><li>Lungime totala: 6,5 cm</li><li>Cantitate: 2 bucati</li><li>Ambalare: blister</li></ul>",Car Accessories > Tuning auto > Accesorii auto tuning,12.03,6.5,0,https://export.avex.ro/wp-content/uploads/2022/01/8fb8e712615635f50477cbb4fa8c32fd.jpg,AVEX,0.05,,5.90762E+12,0,RON,18.045,1480,147,https://export.avex.ro/wp-content/uploads/2022/01/8fb8e712615635f50477cbb4fa8c32fd.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG304A_ag304a_r3.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG304A_ag304a_r2.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG304A_ag304a_r1.jpg,
AVX-AG304B,Set 2 Capace,"Set 2 Capace Valva cu LED Verde, cu senzor de lumina si miscare","<p>Tuning fantastic, capac strÄƒlucitor pe supapa maÈ™inii sau bicicletei.&nbsp;Capacul LED creeazÄƒ un efect de luminÄƒ uimitor Ã®n timpul conducerii!</p><p><b>Caracteristicile produsului:</b></p><ul><li>Produs de Ã®naltÄƒ calitate.</li><li>Capacul are montat o diodÄƒ LED, care Ã®ncepe sÄƒ strÄƒluceascÄƒ cand detecteaza miscare.&nbsp;Senzorul Ã®ncorporat activeazÄƒ funcÈ›ia LED numai pe Ã®ntuneric.</li><li>Alimentare: baterie buton 3x AG10 (inclusÄƒ)</li><li>Timp lung de iluminare datoritÄƒ utilizÄƒrii diodei LED cu economie de energie.</li><li><b>Culoare iluminare: verde</b></li><li>Lungime totala: 6,5 cm</li><li>Cantitate: 2 bucati</li><li>Ambalare: blister</li></ul>",Car Accessories > Tuning auto > Accesorii auto tuning,12.03,6.5,4,https://export.avex.ro/wp-content/uploads/2022/01/94454c14c7953d76c40e84496fc4d9bf.jpg,AVEX,0.05,,5.90762E+12,0,RON,18.045,1480,148,https://export.avex.ro/wp-content/uploads/2022/01/94454c14c7953d76c40e84496fc4d9bf.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG304B_ag304b_r2.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG304B_ag304b_r1.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG304B_ag304b_r3.jpg,
AVX-F360202,"Saltea/perna impermeabila, pentru","Saltea/perna impermeabila, pentru caine/pisica, model Labute cu Ursulet, 75x40 cm","<p><b>Saltea/perna impermeabila, pentru caine/pisica, model labute cu ursulet, 75x40 cm</b></p><p>Salteaua impermeabil&nbsp;este locul de odihna ideal pentru animalul tau de companie.</p><p>Materialul calitativ ii ofera animalutului dumneavoastra un loc racoros de odihna vara si un loc cald si confortabil iarna.</p><p>Perna poate fi amplasata pe zone reci, cum ar fi gresia, tocmai pentru a oferi protectie impotriva frigului.</p><p><b>Caracteristici:</b></p><ul><li>Dimensiune: 75x40 cm</li><li>Baza antiderapanta: da</li><li>Culoare: negru, crem</li><li>Model: labute cu ursulet</li><li>Material: polimer, impermeabil</li></ul>","Pet shop > Mobila si transport animale de companie > Culcusuri, perne si saltele animale",83.07,39,0,https://export.avex.ro/wp-content/uploads/2022/01/Saltea-perna-impermeabila-pentru-caine-pisica-model-labute-cu-ursulet-75x40-360202-1.jpg,AVEX,0.3,,6.42764E+12,0,RON,124.605,1344,149,https://export.avex.ro/wp-content/uploads/2022/01/Saltea-perna-impermeabila-pentru-caine-pisica-model-labute-cu-ursulet-75x40-360202-1.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Saltea-perna-impermeabila-pentru-caine-pisica-model-labute-cu-ursulet-75x40-360202-4.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Saltea-perna-impermeabila-pentru-caine-pisica-model-labute-cu-ursulet-75x40-360202-3.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Saltea-perna-impermeabila-pentru-caine-pisica-model-labute-cu-ursulet-75x40-360202-2.jpg,
AVX-F360201,"Saltea/perna pentru caine/pisica,","Saltea/perna pentru caine/pisica, baza antiderapanta, model Carouri, 75Ã—40 cm","<p><b>&nbsp;Saltea/perna, pentru caine/pisica, model carouri, 75x40 cm</b></p><p>Salteaua&nbsp;este locul de odihna ideal pentru animalul tau de companie.</p><p>Materialul calitativ ii ofera animalutului dumneavoastra un loc racoros de odihna vara si un loc cald si confortabil iarna.</p><p>Perna poate fi amplasata pe zone reci, cum ar fi gresia, tocmai pentru a oferi protectie impotriva frigului.</p><p><b>Caracteristici:</b></p><ul><li>Dimensiune: 75x40&nbsp;cm</li><li>Baza antiderapanta: da</li><li>Culoare: multicolor</li><li>Model: carouri</li><li>Material: polimer, bumbac</li></ul>","Pet shop > Mobila si transport animale de companie > Culcusuri, perne si saltele animale",83.07,39,5,https://export.avex.ro/wp-content/uploads/2022/01/Saltea-perna-impermeabila-pentru-caine-pisica-model-carouri-75x40-360201-2.jpg,AVEX,0.3,,6.42764E+12,0,RON,124.605,1344,150,https://export.avex.ro/wp-content/uploads/2022/01/Saltea-perna-impermeabila-pentru-caine-pisica-model-carouri-75x40-360201-2.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Saltea-perna-impermeabila-pentru-caine-pisica-model-carouri-75x40-360201-5.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Saltea-perna-impermeabila-pentru-caine-pisica-model-carouri-75x40-360201-4.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Saltea-perna-impermeabila-pentru-caine-pisica-model-carouri-75x40-360201-3-600x600-1.jpg,
AVX-F360197,"Saltea/perna impermeabila, pentru","Saltea/perna impermeabila, pentru caine/pisica, model Labute Crem Maro, 80Ã—62 cm","<p><b>Saltea/perna impermeabila, pentru caine/pisica, model labute,&nbsp;80x62 cm</b></p><p>Salteaua impermeabil&nbsp;este locul de odihna ideal pentru animalul tau de companie.</p><p>Materialul calitativ ii ofera animalutului dumneavoastra un loc racoros de odihna vara si un loc cald si confortabil iarna.</p><p>Perna poate fi amplasata pe zone reci, cum ar fi gresia, tocmai pentru a oferi protectie impotriva frigului.</p><p><b>Caracteristici:</b></p><ul><li>Dimensiune: 80x62 cm</li><li>Baza antiderapanta: da</li><li>Culoare: maro, crem</li><li>Model: labute</li><li>Material: polimer, impermeabil</li></ul>","Pet shop > Mobila si transport animale de companie > Culcusuri, perne si saltele animale",111.37,52,0,https://export.avex.ro/wp-content/uploads/2022/01/Saltea-perna-impermeabila-pentru-caine-pisica-model-labute-80x62-1.jpg,AVEX,0.3,,6.42764E+12,0,RON,167.055,1344,151,https://export.avex.ro/wp-content/uploads/2022/01/Saltea-perna-impermeabila-pentru-caine-pisica-model-labute-80x62-1.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Saltea-perna-impermeabila-pentru-caine-pisica-model-labute-80x62-2.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Saltea-perna-impermeabila-pentru-caine-pisica-model-labute-80x62-3.jpg,,
AVX-F360199,Culcus moale pentru,"Culcus moale pentru caine/pisica, culoare turcoaz, baza antiderapanta, 50cm","<p><b>Culcus moale, pentru caine/pisica, turcoaz, 50 cm</b><br></p><p>Culcusul moale&nbsp;este locul de odihna ideal pentru animalul tau de companie.</p><p><b>Caracteristici:</b></p><ul><li>Diametru exterior: 50 cm</li><li>Baza antiderapanta: da</li><li>Interior calduros pufos</li><li>Culoare puf: turcoaz</li><li>Culoare exterior: maro cu model alb de&nbsp;labute</li><li>Material: poliester</li></ul>","Pet shop > Mobila si transport animale de companie > Culcusuri, perne si saltele animale",85.47,40,0,https://export.avex.ro/wp-content/uploads/2022/01/Culcus-moale-pentru-caine-pisica-turcoaz-49-cm-1.jpg,AVEX,0.3,,6.42764E+12,0,RON,128.205,1344,152,https://export.avex.ro/wp-content/uploads/2022/01/Culcus-moale-pentru-caine-pisica-turcoaz-49-cm-1.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Culcus-moale-pentru-caine-pisica-turcoaz-49-cm-2.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Culcus-moale-pentru-caine-pisica-turcoaz-49-cm-3.jpg,,
